,repo,user,pr_title,pr_body,commits
10,tensorflow/tensorflow,glazari,Update go documenting comment,"Working with tensorflow version 2.6.0 it seems that the toy python program mentioned in the comment no longer works.
`tensorflow.ConfigProto()` seems to have been moved to `tensorflow.compat.v1.ConfigProto()`
And the byteStream shown bellow `(\x01""` seems to correspond to setting the `inter_op` parameter not the `intra_op`",1
11,tensorflow/tensorflow,terryheo,R2.7 cherry-picks to fix TFLite ARM PIP build,These cherry-picks are needed to fix TFLite ARM PIP build.,2
12,tensorflow/tensorflow,karimnosseir,[lite] Remove explicit #define for  TFLITE_ENABLE_HEXAGON. This shoul…,"…d be enabled by separate build target.

PiperOrigin-RevId: 414750624
Change-Id: I0650e96f81e840f4f885c7f459a59d75620e3743",1
13,tensorflow/tensorflow,karimnosseir,[lite] Add flag TFLITE_ENABLE_HEXAGON and update build rules to only …,"…define it if compiling for arm on non-apple devices.

PiperOrigin-RevId: 414330792
Change-Id: I88e534e506c03554c2cb6b079ba2bde07f1244e1",1
14,tensorflow/tensorflow,jvishnuvardhan,Update grouping.py,Added an example and updated format,1
15,tensorflow/tensorflow,tilakrayal,Update array_ops.py,"Removed extra double quote(`""`)",1
16,tensorflow/tensorflow,benbarsdell,Add GPU kernel for SparseSplit,cc @nluehr ,1
17,tensorflow/tensorflow,Kh4L,[TF-TRT] Add Layout + ConstFold optimization on the TRT engine op,"### Motivation
The introduction of Tensor Cores in recent GPU architectures (and the subsequent changes in cuDNN) made `NHWC` the preferred layout for convolutions in TF.

However, the TensorRT API requires the input for convolution to be in `NCHW`. To satisfy this requirement, TF-TRT was inserting transpose ops around convolutions when necessary.

This PR adds a layout optimization pass with a target layout of `NCHW`, which ensures that most of Conv kernels will be in TRT compatible layout. Additionally, the layout optimization pass can eliminate redundant layout transpose operations. This results in a simpler TRT network with a larger potential for optimization.

### Description
TF-TRT now accomplishes it by running both a grapplers's `GenericLayoutOptimizer` followed by a ConstantFolding optimizers  in the `ConvertGraphDefToEngine`, applying them on a segment level.

The LayoutOptimizer ensures that the number of transposition is optimal. This optimization is described in slides 18-21 of [TensorFlow Graph Optimizations presentation ](LINK

This PR also modifies the `GenericLayoutOptimizer` to enforce a specific layout is set as layout target, through a ctor parameter.",1
18,tensorflow/tensorflow,SamuelMarks,[tensorflow/compiler/xla/python/types.h] add call to `reserve()` before populating vector,Exciting stuff,1
19,tensorflow/tensorflow,SamuelMarks,[.clang-format] Init @ root,"Matches LINK LINK
```yml
# Run manually to reformat a file:
# clang-format -i --style=file <file>
BasedOnStyle: Google
DerivePointerAlignment: false
```

Alternatively can match the [4 year old] one in the xla directory LINK
```yml
BasedOnStyle: Google
Language: Cpp
PointerBindsToType: true

```",2
20,tensorflow/tensorflow,sachinprasadhs,Update nn_ops.py,Removed the special character which was considering the information in bracket as hyperlink.,1
21,tensorflow/tensorflow,DEKHTIARJonathan,[TF-TRT] Fix TRTEngineOP Inference Shape,"@bixia1 for review
CC: @tfeher

This PR addresses that TRTEngineOP do not mention any output shape in the Graphdef, which limit graphdef analysis, and can block large scale deployment with framework like TRITON Inference Server.

Fix : #52934",1
22,tensorflow/tensorflow,elfringham,Add tolerance to ragged square root test so it passes on AARCH64,Fixes #53322 ,1
23,tensorflow/tensorflow,mansnils,Extract a function for parsing operator MIRROR_PAD,"Extract the parsing of op parameters from the flatbuffer out of a
switch statement case, into a standalone function which can be
called by the micro op resolver.

This PR is part of the work to port operator MIRROR_PAD
from TFL to TFLM, as tracked in issue LINK",2
24,tensorflow/tensorflow,tfeher,Freeze ReadVariableOp if the handle name is forwarded by Identity,"`FreezeSavedModel` does not convert variables inside functions. To freeze variables in a model with functions, we need to inline the functions first. After inlining a function with resource variables, we have the following node sequence:

`VarHandleOp` -> `Identity` -> `ReadVariableOP`

This PR updates `FreezeSavedModel` to handle SavedModels where the `GraphDef` was inlined. This involves two steps:
- Remove the assumption that `VarHandleOp` is an immediate parent of `ReadVariableOp`.
- Change the dtype of `Identity` to match the dtype of the variable.",1
25,tensorflow/tensorflow,hmaarrfk,Remove wheel requirement as it is not needed for the pip package,"LINK

```
astunparse $ for tag in v1.6.0 v1.6.1 v1.6.2 v1.6.3; do git checkout $tag; echo $tag; grep wheel . -R --exclude-dir=.git; done
Previous HEAD position was d7ba156 Bump version
HEAD is now at df08255 Bump version and add HISTORY entry.
v1.6.0
./setup.cfg:[wheel]
./Makefile:	python setup.py bdist_wheel
./requirements.txt:wheel >= 0.23.0, < 1.0
Previous HEAD position was df08255 Bump version and add HISTORY entry.
HEAD is now at c73b675 Bump version.
v1.6.1
./setup.cfg:[wheel]
./Makefile:	python setup.py bdist_wheel
./requirements.txt:wheel >= 0.23.0, < 1.0
Previous HEAD position was c73b675 Bump version.
HEAD is now at d7ba156 Bump version
v1.6.2
./setup.cfg:[wheel]
./Makefile:	python setup.py bdist_wheel
./requirements.txt:wheel >= 0.23.0, < 1.0
Previous HEAD position was d7ba156 Bump version
HEAD is now at 2acce01 Merge pull request #42 from simonpercivall/merge/python3.8-support
v1.6.3
./setup.cfg:[wheel]
./Makefile:	python setup.py bdist_wheel
./requirements.txt:wheel >= 0.23.0, < 1.0
```",2
26,tensorflow/tensorflow,kanvi-nervana,[oneDNN] Conv3D + Add fusion which has BiasAdd semantics,"This PR extends LINK and adds support for Conv3D NDHWC format.
It also adds support for Conv + Add fusion where the Add is of the form {1,1,1,C} for Conv2D or {1,1,1,1,C} for Conv3D
i.e For NHWC/NDHWC, bias should have 4/5 or less dimensions and should be all 1's except for the channel dimension.",1
27,tensorflow/tensorflow,JackyYin,fix: GIT_REPOSITORY for eigen,"A missing trailing .git of GIT_REPOSITORY is causing git clone error on centos 6 machine.

It seems like this error didn't occur in a ubuntu machine, but it can be reproduced in a centos6 machine.

Reproduce:
1. On a centos 6 machine, add `set(FETCHCONTENT_QUIET FALSE)` to eigen.cmake.
2. run cmake with `cmake ../tensorflow/lite/` (following instructions of LINK
3. Found the following error message:
```
-- Build files have been written to: /tensorflow/tflite_build_centos/_deps/eigen-subbuild
[ 11%] Performing download step (git clone) for 'eigen-populate'
Initialized empty Git repository in 
/tensorflow/tflite_build_centos/eigen/.git/
error: RPC failed; result=22, HTTP code = 422
```

On the other hand, the cmake process hung up after this error occured, maybe we can consider adding `set(FETCHCONTENT_QUIET FALSE)` in the `tensorflow/lite/CMakeLists.txt`.",1
28,tensorflow/tensorflow,gzmkl,[INTEL oneDNN] Disable oneDNN blocked format support,"
This PR intends to disable oneDNN blocked format support in TensorFlow 2.8. 

We will refactor related code in TensorFlow 2.9  (Note: refactoring work has been done but PR is BIG;  
we do not submit it because TF 2.8 cutting date is coming). ",1
29,tensorflow/tensorflow,aardeb,"Refactor TOSA Legalizations to allow a legalization pass, to selectiv…",…ely apply the DECL_CONVERT_OP(*) allowing to choose whether to legalize the OP to TOSA on OP by OP case.,1
30,tensorflow/tensorflow,aardeb,Refactor the strip_quant_types.cc inorder to only strip quantization …,…types from values that are produced by TOSA and consumed by TOSA ops,1
31,tensorflow/tensorflow,aardeb,Remove type casting that removed quantization information as part of …,"…the TOSA legalizations
",1
32,tensorflow/tensorflow,tilakrayal,Update autoclustering_xla.ipynb,"Changed `lr` to `learning_rate`, which removes a deprecation warning.",1
33,tensorflow/tensorflow,elfringham,Add tag to tests to allow exclusion on AARCH64,Fixes #53189 ,1
34,tensorflow/tensorflow,LukeIreland1,Disable caching for ACL softmax primitives,"This patch enables the use of ACL softmax primitives in oneDNN, and disables caching of these primitives when used in TensorFlow.",1
35,tensorflow/tensorflow,frgfm,docs: Removed incorrect note in ctc_beam_search_decoder,"Hello there :wave: 

As mentioned in #21051, there is an issue with the mention in `tf.nn.ctc_beam_search_decoder` claiming that in a special case, it's the same as the greedy decoder. Both from a pure code & theoretical point of view, I would argue that this claim is wrong.

This PR simply removes the incorrect note to fix the documentation :ok_hand: 

Any feedback is welcome!

cc @mihaimaruseac @tatianashp",1
36,tensorflow/tensorflow,eshaoliu,all_reduce_indexed_slices remove not eager context,"@crccw So why there is a eager runtime error before?

all_reduce_indexed_slices can be called in eager mode and runs ok in my environment multiworker mirrored strategy.",1
37,tensorflow/tensorflow,eshaoliu,So why there is a eager runtime error before?,@crccw So why there is a eager runtime error before?,2
38,tensorflow/tensorflow,eshaoliu,all_reduce_indexed_slices can be called in eager mode and runs ok in …,"…my environment
all_reduce_indexed_slices can be called in eager mode and runs ok",1
39,tensorflow/tensorflow,keith,[bazel] Update to 4.2.1,"Bazel 4.2.1 is the first version that works well with M1 macs, and also gets us on newer apple rules",1
40,tensorflow/tensorflow,LoggingMan,Added logging statements when data loading was detected,These logging statements are placed so they will log when data has been loaded.,6
41,tensorflow/tensorflow,deven-amd,[ROCm] Fix for a regression in the unit test `//tensorflow/python/kernel_tests/nn_ops:pooling_ops_test_gpu`,"…

The unit-test `//tensorflow/python/kernel_tests/nn_ops:pooling_ops_test_gpu` started failing, after this change in the Eigen repo - LINK

```
INFO: From Testing //tensorflow/python/kernel_tests/nn_ops:pooling_ops_test_gpu:
==================== Test output for //tensorflow/python/kernel_tests/nn_ops:pooling_ops_test_gpu:
Running tests under Python 3.9.7: /usr/bin/python3
[ RUN      ] PoolingTest.testAvgPoolEmpty0 (pool_func=<function avg_pool at 0x7fb968603f70>, data_format='NHWC', data_type=tf.float32, use_gpu=False, v2=False)
...
...
[ RUN      ] PoolingTest.testAvgPoolKernelSmallerThanStride4 (pool_func=<function avg_pool at 0x7fb968603f70>, data_format='NHWC', data_type=tf.float16, use_gpu=True, v2=False)
2021-11-30 15:31:04.335778: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /device:GPU:0 with 31740 MB memory:  -> device: 0, name: Device 738c, pci bus id: 0000:4a:00.0
INFO:tensorflow:Running NHWC test. False [1, 7, 7, 1] 49 <function avg_pool at 0x7fb968603f70> [1, 2, 2, 1] [1, 3, 3, 1] <dtype: 'float16'>
I1130 15:31:04.335854 140444621272896 pooling_ops_test.py:231] Running NHWC test. False [1, 7, 7, 1] 49 <function avg_pool at 0x7fb968603f70> [1, 2, 2, 1] [1, 3, 3, 1] <dtype: 'float16'>
2021-11-30 15:31:04.336372: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 31740 MB memory:  -> device: 0, name: Device 738c, pci bus id: 0000:4a:00.0
2021-11-30 15:31:04.341161: I tensorflow/core/common_runtime/gpu_fusion_pass.cc:507] ROCm Fusion is enabled.
Memory access fault by GPU node-4 (Agent handle: 0x486adb0) on address 0x100000000. Reason: Page not present or supervisor privilege.
...
...
```

The Eigen commit changes the visibility of the `Packet` type ( `Packet4h2`) for the `Eigen::half` datatype. Prior to the commit, `Packet` type is defined as `Packet4h2` during both the `host` and `device` compile phases of hipcc/nvcc. After the commit the `Packet` type is defined as `Eigen::half` (size == 2) in the `host` compile phase, and as `Packet4h2` (size == 8) in the device compile phase.

`struct AvgPoolMeanReducer` has a member of type `Packet`(LINK and hence its size will be different during the `host` compile phase and `device` compile phase. It also seems that the implementation of the `average pooling` op ( LINK ) will result in a `struct AvgPoolMeanReducer` argument being passed across the `host` / `device` compile boundary (atleast for `hipcc`) and size mismatch between the two, leads to the subsequent segfault.

The fix here is to ensure the `Packet` has the same definitition for both the `host` and `device` compile phases. However changing the type `packetCount_` to `int` unconditionally leads to compile errors, because during the non-gpu / gcc compiles the code within the `!defined(__HIPCC__)` block gets activated, and hence the changes in this commit are guarded by `defined(__HIPCC__)`. Using `int` for `packetCount_` is ok because `PacketAcces`s is already set to `false` within (a different) `defined(__HIPCC__)` block.


-----------------------------------------------


/cc @cheshire @chsigg 
",1
42,tensorflow/tensorflow,kaixih,Support CUDNN_HEUR_MODE_B,"This PR upgrades the heuristics mode from the previous decision tree to a neural network based solution (i.e., CUDNN_HEUR_MODE_INSTANT to CUDNN_HEUR_MODE_B).
LINK

It enables this new mode as default from CUDNN v8.3.

cc. @nluehr",1
43,tensorflow/tensorflow,rsanthanam-amd,The following commit replaces a list of GPU architectures in favor of…,"… a single one: 93aa174d0dfa4bfd0bcb6be5bb685edbce490db7

This commit fixes the implementation for HIP.

@frgossen please review this PR.

/cc @cheshire @chsigg @jurahul ",1
44,tensorflow/tensorflow,connorbrinton,🔧 Loosen version constraints on `typing-extensions`,"These changes loosen the version constraints on `typing-extensions` to allow TensorFlow to be installed alongside packages that require `typing-extensions >= 3.10`, such as newer versions of Black and PyLint.

Previously TensorFlow required a `typing-extensions` version in the `3.7.x` series. However, the newer `3.10.x` series is fully backwards-compatible with the `3.7.x` series (and there are no `3.8.x` or `3.9.x` series). Therefore, these changes allow `typing-extensions` to be installed using either the `3.7.x` or `3.10.x` series.

In order to ensure that any future backwards-incompatible changes in the `typing-extensions` package don't cause issues, TensorFlow's dependency on `typing-extensions` does not allow versions from the `3.11.x` series or beyond (`< 3.11`).",1
45,tensorflow/tensorflow,ShengYang1,[Kernel C API] AsyncOpKernel,"This PR is adding kernel C API for `AsyncOpKernel`. The main difference with `OpKernel` is `void (*compute_async_func)(void*, TF_OpKernelContext*, TF_DoneCallback*)` function with an additional `TF_DoneCallback` param.",1
46,tensorflow/tensorflow,lipracer,[MHLO]: variadic length input and different types of reduce op lower …,…to linalg,3
47,tensorflow/tensorflow,fo40225,fix msvc build break on non en-US codepage,`tensorflow/lite/python/analyzer_wrapper/model_analyzer.cc(166): error C2001: 常數中包含新行字元`,1
48,tensorflow/tensorflow,tfeher,TF-TRT Enable native segment fallback test with TRT 8,"In case there is an error during TRT ICudaEngine engine creation, TF-TRT falls back to native segment (TF function) execution. Previously it was only possible to test this with TRT 7 or earlier, because the method to trigger the error was specific to TRT version < 8.0. 

This PR introduces an environment variable `TF_TRT_ABORT_CUDA_ENGINE_BUILD`, which can be used  test this fallback mechanism with TRT 8 and later versions.

Additionally `DebugString(ITensorProxyPtr)` is corrected for the case when the object is `SimpleITensor`.

Tagging @bixia1 for review and @DEKHTIARJonathan for visibility.",1
49,tensorflow/tensorflow,Tessil,[TFLite] Move AVERAGE_POOL_3D and MAX_POOL_3D to builtin ops,"Hi,

This PR moves the custom `AvgPool3D` and `MaxPool3D` ops to bulitin `AVERAGE_POOL_3D` and `MAX_POOL_3D`  ops (`AVG` is changed to `AVERAGE` for coherence with `AVERAGE_POOL_2D`).

As discussed previously @jianlijianli we tried to keep the code of the custom ops for backward compatibility, notably in [tensorflow/lite/kernels/BUILD](LINK and [tensorflow/lite/kernels/custom_ops_register.h](LINK Note though that some of the code in [tensorflow/lite/kernels/pooling3d.cc](LINK for reading the flatbuffer was removed which could create some backward incompatibilities. We could try to keep it in some way if needed but as the custom ops version of these kernels were not compiled into the official binary I'm more in favour of removing this old code if possible along with the one in `tensorflow/lite/kernels/BUILD` and `tensorflow/lite/kernels/custom_ops_register.h`.

Thibaut",2
50,tensorflow/tensorflow,benbarsdell,Refactor SparseSplit kernel into a device-specific functor,"This is in preparation for adding a GPU implementation.
Also adds a test case for empty input tensors.
No functional change besides the added test.

cc @nluehr ",2
51,tensorflow/tensorflow,Doswind,"If args is a list, the value of parameter `shell` should be true.","If args is a list, shouldn't the value of parameter a be true? Otherwise, only the first item in the args list will be executed as a shell character. ",1
52,tensorflow/tensorflow,robert-kalmar,Fixed performance degradation with RUY library on some platforms (e.g. A53),"The RUY library changed the way to detect target processor to choose btw. kernel implementation optimized for in-order vs. out-of-order CPUs. Instead of micro-benchmark it uses `cpuinfo` library. 
Ruy started to provide its own `CMakeLists.txt`, where this change is reflected. This patch switches to use the RUY provided CMakeLists.txt, and ensures the RUY is built with CPUINFO library.",1
53,tensorflow/tensorflow,terryheo,tflite_runtime: Loosen numpy requirement,"It's a common use case that using OpenCV with tflite_runtime. Since OpenCV requires minimum 1.19.3, we'd better loosen the numpy requirement of tflite_runtime.

PiperOrigin-RevId: 411936173
Change-Id: Idfda9382e5af534a2fc1beffcadc6428acc12201",1
54,tensorflow/tensorflow,tfeher,TF:TRT Fix shape value collection,"TRT has a special API to specify shape value inputs, therefore TF-TRT uses a boolean mask (`is_shape_value_`) that defines which input tensors correspond to shape inputs. 

Whether a tensor is a shape tensor (from TRT's point of view) can be only determined once the TRT network is constructed (or equivalently, the TRT engine is loaded). If the network construction (or engine loading during deserialization) fails, then the input mask might not be correctly initialized, which can lead to an error in the subsequent memory copy. This PR fixes the initialization of the `is_shape_value_` mask to avoid this error.

Tagging @bixia1 for review and @DEKHTIARJonathan for visibility.",1
55,tensorflow/tensorflow,johang,cmake: Use real source path for flatbuffers-flatc,"This to able to override the source path for flatbuffers-flatc with the
CMake parameter FETCHCONTENT_SOURCE_DIR_FLATBUFFERS.",1
56,tensorflow/tensorflow,T-Almeida,Update documentation of the tf.nn.softmax function,"This PR addresses the issue #53112 

As discussed, the tf.nn.softmax documentation states that:

> This function performs the equivalent of
> ```
> softmax = tf.exp(logits) / tf.reduce_sum(tf.exp(logits), axis)
> ```

However the above computation is wrong for tensors with rank greater than 1.

I belive that the correct description would be:
```
softmax = tf.exp(logits) / tf.reduce_sum(tf.exp(logits), axis, keepdims=True)
```",2
57,tensorflow/tensorflow,Nyrio,[TF-TRT] Add Grappler optimizers to converter,"cc @bixia1 @tfeher @DEKHTIARJonathan

This mitigates one of the problems seen in LINK and makes that BERT Large model (and others) convert successfully.

- In the previous set of optimizers, `constfold` was duplicating constants unnecessarily due to some control dependencies. `dependency` and `common_subgraph_elimination` do a great job at removing this duplication.
- I also noticed that having a `constfold` before _and_ after `layout` was unnecessary, and in all the models I've tested, equivalent to just having the second one.

I haven't measured any significant performance impact but the size of converted transformer models tends to be reduced by 50% with this change.

_Note: I had to change the tests slightly because the dependency optimizer removes the `ReadVariableOp` and keeps a constant `v1` whereas constant folding alone optimizes `ReadVariableOp` to a constant with the value of `v1`. This  also depends on the order of the Grappler passes.",2
58,tensorflow/tensorflow,aardeb,Rename the TFLite library convert_type to tfl_convert_type as it conf…,Rename the TFLite library convert_type to tfl_convert_type as it conflicts with the similarly named library in Tensorflow,1
59,tensorflow/tensorflow,elfringham,Correct use of StringRef and ArrayRef,"Current code takes a reference to transient objects which go out of scope and get overwritten. This renders the references taken invalid and leads to incorrect operation and possible SIGSEGV.
The objects referred to by StringRef and ArrayRef need to have their own independent lifetime.
Fixes LINK",1
60,tensorflow/tensorflow,Nyrio,Update documentation of `DataFormatVecPermute` operation,"Resolves #53157 
cc @bixia1 

- Fixes invalid shape in the example.
- Updated description of supported inputs.

Once this updated documentation is reviewed, should I generate `wrappers.go` and `tf_generated_ops.td`?",1
61,tensorflow/tensorflow,srishti-pm,[MLIR][TF][SCF] {tf.WhileRegion -> scf.while} + optimize region moving,"1. Lowered the `tf.WhileRegion` op to `scf.while` in the
`convert-tf-control-flow-to-scf` pass.
2. Modified the implementation of the moving of single-block regions
such that it uses the `mergeBlocks()` function instead of the original
`cloneRegionBefore()` function. This was done because the latter has a
non-trivial cost and could be dropped due to the currently specific
requirement of moving (not cloning) single-block regions in the
`convert-tf-control-flow-to-scf` pass.

Signed-off-by: Srishti Srivastava <srishti.srivastava@polymagelabs.com>",1
62,tensorflow/tensorflow,vict-guo,[TF-TRT] Migrate saved calibration tables from attribute to asset,"This PR does the following:

@bixia1 for review

CC: @tfeher @DEKHTIARJonathan

- Adds functionality to allow saving and loading of calibration tables via asset files
  - It is implemented by attaching the calibrator to the engine cache, so that the calibrator is loaded in during inference time inside the `TRTEngineCacheResource` object.
  - After calibration, each `TRTEngineOp` has its calibration table saved to its own asset file
- Removes the previous code for saving and loading of calibration tables via attributes
- Currently, calibration tables are saved using attributes which means that the calibration tables count towards the 2GB ProtoBuf size limit. By migrating to asset files, the tables no longer count towards the 2GB limit and can be as large as necessary.
",1
63,tensorflow/tensorflow,mohantym,Fixing version mismatch of Keras and  TF in  2.6,"Editing 2.6.0 as default version for Keras  in TF 2.6 Branch , As it is still throwing 

> AlreadyExistsError: Another metric with the same name already exists.

 error for 2.6 users.[Reference1](LINK",1
64,tensorflow/tensorflow,sachinmuradi,"[oneDNN] Fusing Mul(x , Sigmoid(x)) into Swish(x)","This PR implements following fusion : 
Mul ( x , Sigmoid(x))  ---> Swish (x)
Currently added support for float and bfloat16.

OneDNN supports swish eltwise kernel.
With oneDNN backend, this fusion improves performance of some models by 75%.",2
65,tensorflow/tensorflow,372046933,update TensorShape::CheckDimsAtLeast," The declaration of `CheckDimsAtLeast` states that 
> REQUIRES: dims() >= NDIMS",1
66,tensorflow/tensorflow,sshahrokhi,changing the error message when libtpu is in use,changing the error message when libtpu is in use,1
67,tensorflow/tensorflow,christopherbate,[TF:TRT] Fix TrtUniquePtr warnings/error for TRT 8.2,"In TensorRT 8.2, the `destroy` method was deprecated for API objects. Instead, API users are expected to use `delete` or standard managed pointers after receiving a pointer to an API object created by TensorRT. This change is applied to the `TrtUniquePtr` type used through TF-TRT.",1
68,tensorflow/tensorflow,Nyrio,[TF-TRT] Provide a way to use different Grappler optimizers for the function library than the main graph,"This is a POC that probably needs some refining. During TF-TRT conversion, we need to turn on different optimizers during optimization of the main graph and `TRTEngine` functions. Since other functions are inlined, it is effectively equivalent to using different optimizers for the function library.

### How it works

- Add fields to `RewriterConfig` to specify an alternate list of optimizers and custom optimizers, along with a boolean to toggle the use of these alternate lists. The default behavior doesn't change (i.e same optimizers for the main graph and function library)
- Add an optional parameter to `MetaOptimizer::OptimizeGraph()` and helper functions to know whether the main graph or function library is being optimized, and set this parameter when optimizing the function library in `MetaOptimizer::OptimizeConsumeItem()`.
- When optimizing the function library, get the optimizer list from these new fields if the boolean is true.

### Example of TRT conversion logs (BERT Base)

```
Optimization results for grappler item: tf_graph
  constant_folding: Graph size after: 2884 nodes (-409), 3897 edges (-410), time = 2186.9751ms.
  layout: Graph size after: 2884 nodes (0), 3897 edges (0), time = 1524.755ms.
  constant_folding: Graph size after: 2884 nodes (0), 3897 edges (0), time = 447.266ms.
  TensorRTOptimizer: Graph size after: 521 nodes (-2363), 664 edges (-3233), time = 4766.79492ms.
  constant_folding: Graph size after: 229 nodes (-292), 445 edges (-219), time = 247.384ms.
Optimization results for grappler item: TRTEngineOp_0_2_native_segment
  constant_folding: Graph size after: 8 nodes (0), 7 edges (0), time = 1.111ms.
Optimization results for grappler item: TRTEngineOp_0_1_native_segment
  constant_folding: Graph size after: 36 nodes (0), 37 edges (0), time = 45.684ms.
Optimization results for grappler item: TRTEngineOp_0_0_native_segment
  constant_folding: Graph size after: 2689 nodes (0), 3132 edges (0), time = 455.876ms.
```

### TODO

- [ ] Gather feedback
- [ ] Add tests
- [ ] Change defaults in `trt_convert.py`",1
69,tensorflow/tensorflow,jimmyyan,support cosn and ofs schema,support cosn and ofs schema,3
70,tensorflow/tensorflow,DEKHTIARJonathan,[TF-TRT] Detailed Non-Conversion Report Added,"Follow-up of: #52671 that was reverted.

CC: @bixia1 @jwoolley for review

This PR does the following:
- fix `std::string` into `string`
- fix **un**conversion into **non**conversion
- fix `std::pair` of `std::pair` into `std::tuple`
- various renaming for readability
",1
71,tensorflow/tensorflow,wamuir,Declare Go import path in coordination service proto,PR declares `go_package` in proto definition and resolves protoc-gen-go error.,1
72,tensorflow/tensorflow,372046933,Remove unused header,`tensorflow/core/lib/core/errors.h` already included,1
73,tensorflow/tensorflow,rsanthanam-amd,ROCm specific fix to enable GPU unit tests to pass.,"The reason this is necessary is because of recent changes to the ROCm specific convrunner which requires the workspace_size attribute to be present in the algorithm descriptor.

/cc @cheshire @chsigg @jurahul ",1
74,tensorflow/tensorflow,jayfurmanek,[ROCm] Mark a few GPU tests as CUDA only,The CudaMallocAsync tests in `//tensorflow/core/common_runtime/gpu:gpu_device_test_gpu` are CUDA specific. This PR marks these as DISABLED_ on ROCM platforms. ,1
75,tensorflow/tensorflow,tfeher,Extend TF:TRT C++ API to handle non-frozen models,"This PR extends the C++ converter API of TF-TRT #52012 to handle models that are not frozen (i.e. contains variables).

Depends on #53310 . Tracker #45481.",1
