,repo,user,pr_title,pr_body,commits
20,httpie/httpie,janbrasna,docs: Fixup broken readme links,Some old raw locations that slipped through the cracks…,1
21,httpie/httpie,isidentical,Preserve individual headers with the same name on responses,Resolves #1207 ,5
22,httpie/httpie,isidentical,core: support custom request/response classes,"While playing with a 3rd party extension (httpie-gssapi), I've noticed that it sometimes get broken due to the hard-coded `requests` classes. `requests` plugins like `requests-gssapi` might return different type of request/response classes like [requests_gssapi.gssapi_.SanitizedResponse](LINK which makes sense depending on the use case. But since some of the places within `httpie` hard codes this, it is impossible to get around of it (it uses `type(message)` instead of `isinstance()` etc. checks). 

This patch simply abstracts request/response inference to it's own unit, and simplifies this process by changing the default type resolution from bare `type()` checks to `isinstance()` checks so all classes of the `reqeusts.Response` and `requests.PreparedRequest` will be supported with this.",2
23,httpie/httpie,doublevcodes,Change `PyPi` to `PyPI`,This pull request changes the acronym for the Python Packaging Index from it’s previous spelling of PyPi to PyPI.,3
24,httpie/httpie,isidentical,cmd: Implement httpie plugins interface,"Resolves #566.

Remaining stuff:
- [x] Fix windows (apparently some sysconfig issues)
- [x] Docs
- [x] More tests (and possibly some functional tests for error scenerios)
- [x] Playing with real world plugins (not part of the PR, but we should test them and ensure they are working both ways)
- [x] Improving UI for errors (e.g PermissionError)
",19
25,httpie/httpie,jakubroztocil,Strip leading `://` from URLs to allow quick conversion of a pasted URL to calls,"Closes #1195

When you paste a URL into the terminal, you can even keep the `://` bit in the URL argument to quickly convert the URL into an HTTPie call just by adding a space after the protocol name.
```bash
# Paste LINK add a space, submit:
$ https ://example.org
```
```bash
# Paste LINK add a space, submit:
$ http ://example.org
```
",6
26,httpie/httpie,isidentical,Support multiple headers sharing the same name,"May resolve #130. If the design is agreed upon, may require change in a few places:
- Changelog
- Build scripts (not sure about this, but I guess adding a dependency would mean I need to change a bunch of places in `docs/packaging`).",5
27,httpie/httpie,this-is-r-gaurav,Fix Snap autocompletion,"After placing the completion script in `$SNAPCRAFT_PRIME` it was working as expected
`httpie.http -`<kbd>TAB</kbd><kbd>TAB</kbd>
@BoboTiG can you please verify once.",1
28,httpie/httpie,hosseingt,Update CONTRIBUTING.md,corrected command for installing development version in windows,1
29,httpie/httpie,BoboTiG,Update downstream files for HTTPie 2.6.0,I will merge when 100% sure all those changes are downstreamed. It should be quick though.,18
30,httpie/httpie,hroncok,dnf/yum update is the same as dnf upgrade -- it updates all packages,"No reason to run it before installing or upgrading httpie.
This is not apt.",1
31,httpie/httpie,this-is-r-gaurav,Do not append missing XML declaration in formatted responses,Fixes #1156.,7
32,httpie/httpie,BoboTiG,v2.6.0,[skip ci],1
33,httpie/httpie,BoboTiG,Add a script that lists all contributors to a release,"We will keep a contributors database (simple JSON file) where each entry is a contributor (either a committer, either an issue reporter, either both) with some nicknames (GitHub, and Twitter).
The file will be used to craft credits on our release blog posts.",5
34,httpie/httpie,nixbytes,change elif to the start function,"refactor the filename_from_url with elif to simplify the code a little. ran the test and make came out clean. hope this helps. 
",1
35,httpie/httpie,BoboTiG,Add support for nested JSON syntax,"## Proposal

Data fields (`key=value`) and raw JSON fields (`key:=value`) now parse the `key` as [JSON form](LINK

Example:
```bash
$ http PUT pie.dev/put \
    'object=scalar' \                           # Object — blank key
    'object[0]=array 1' \                       # Object — ""0"" key
    'object[key]=key key' \                     # Object — ""key"" key
    'array:=1' \                                # Array — first item
    'array:=2' \                                # Array — second item
    'array[]:=3' \                              # Array — append (third item)
    'wow[such][deep][3][much][power][!]=Amaze'  # Nested object
```
```json
{
    ""array"": [
        1,
        2,
        3
    ],
    ""object"": {
        """": ""scalar"",
        ""0"": ""array 1"",
        ""key"": ""key key""
    },
    ""wow"": {
        ""such"": {
            ""deep"": [
                null,
                null,
                null,
                {
                    ""much"": {
                        ""power"": {
                            ""!"": ""Amaze""
                        }
                    }
                }
            ]
        }
    }
}
```

The new syntax is compatible with other JSON-specific syntax and can be mixed altogether.

---

Note: it is not doable to simply use the `jarg` module as it would install PyYAML, and we want to keep our requirements light. I also checked other modules like [html-json-forms](LINK but I prefer to ship our own code for the same reason: no new module to package. At the end, the new code is maintainable enough, and *quite* small.",2
36,httpie/httpie,BoboTiG,Fix encoding error with non-prettified encoded responses,"## Proposal

1. Move response `Content-Type` checks from the `PrettyStream` class to the `EncodedStream` parent class.
2. Remove `--format-option response.as` and `--response-as` options.
3. Introduce `--response-encoding` and `--response-mime` options.

Fixes #1167.",19
37,httpie/httpie,BoboTiG,Include plugin info in `--debug` output,"Closes #455.

Example:

```bash
$ http --debug pie.dev/get
HTTPie 2.6.0.dev0
Requests 2.26.0
Pygments 2.10.0
Python 3.9.7+ (heads/3.9:09390c837a, Sep 22 2021, 11:36:19) 
[GCC 10.3.0]
/home/tiger-222/projects/httpie/venv39/bin/python
Linux 5.10.0-8-amd64

<Environment {'colors': 256,
 'config': {'default_options': ['--style=monokai']},
 'config_dir': PosixPath('/home/tiger-222/.httpie'),
 'devnull': <property object at 0x7f1b74dbb130>,
 'is_windows': False,
 'log_error': <function Environment.log_error at 0x7f1b74da9d30>,
 'program_name': '__main__.py',
 'stderr': <_io.TextIOWrapper name='<stderr>' mode='w' encoding='utf-8'>,
 'stderr_isatty': True,
 'stdin': <_io.TextIOWrapper name='<stdin>' mode='r' encoding='utf-8'>,
 'stdin_encoding': 'utf-8',
 'stdin_isatty': True,
 'stdout': <_io.TextIOWrapper name='<stdout>' mode='w' encoding='utf-8'>,
 'stdout_encoding': 'utf-8',
 'stdout_isatty': True}>

<PluginManager {'adapters': [<class 'httpie_snapdsocket.SnapdSocketTransportPlugin'>],
 'auth': [<class 'httpie.plugins.builtin.BasicAuthPlugin'>,
          <class 'httpie.plugins.builtin.DigestAuthPlugin'>],
 'converters': [],
 'formatters': [<class 'httpie.output.formatters.headers.HeadersFormatter'>,
                <class 'httpie.output.formatters.json.JSONFormatter'>,
                <class 'httpie.output.formatters.xml.XMLFormatter'>,
                <class 'httpie.output.formatters.colors.ColorFormatter'>]}>

>>> requests.request(**{'auth': None,
 'data': RequestJSONDataDict(),
 'headers': {'User-Agent': b'HTTPie/2.6.0.dev0'},
 'method': 'get',
 'params': <generator object MultiValueOrderedDict.items at 0x7f1b742d7510>,
 'url': 'LINK

HTTP/1.1 200 OK
CF-Cache-Status: DYNAMIC
CF-RAY: 69347a9b088fedbf-CDG
Connection: keep-alive
Content-Encoding: gzip
Content-Type: application/json
Date: Thu, 23 Sep 2021 14:31:50 GMT
NEL: {""success_fraction"":0,""report_to"":""cf-nel"",""max_age"":604800}
Report-To: {""endpoints"":[{""url"":""https:\/\/a.nel.cloudflare.com\/report\/v3?s=Pi%2Bew9tk41cRrv9swQiYxozWzBIwPtMk8%2F0ZpzyYLO%2B1PEhq8%2Fk%2BqO8heSXy5JBRXsdpx%2Bw0e1RskVMsoQztEdvWywJzn0JfU4Ct2sHm6VZ2AkPN9G0pZPg7""}],""group"":""cf-nel"",""max_age"":604800}
Server: cloudflare
Transfer-Encoding: chunked
access-control-allow-credentials: true
access-control-allow-origin: *
alt-svc: h3="":443""; ma=86400, h3-29="":443""; ma=86400, h3-28="":443""; ma=86400, h3-27="":443""; ma=86400

{
    ""args"": {},
    ""headers"": {
        ""Accept"": ""*/*"",
        ""Accept-Encoding"": ""gzip"",
        ""Cdn-Loop"": ""cloudflare"",
        ""Cf-Connecting-Ip"": ""89.159.87.157"",
        ""Cf-Ipcountry"": ""FR"",
        ""Cf-Ray"": ""69347a9b088fedbf-FRA"",
        ""Cf-Visitor"": ""{\""scheme\"":\""http\""}"",
        ""Connection"": ""Keep-Alive"",
        ""Host"": ""pie.dev"",
        ""User-Agent"": ""HTTPie/2.6.0.dev0""
    },
    ""origin"": ""89.159.87.157"",
    ""url"": ""LINK
}
```",3
38,httpie/httpie,BoboTiG,Add workflow to test with pyOpenSSL active,"Original patch by @gmelodie.

Fixes #939.
Closes #947.",2
39,httpie/httpie,BoboTiG,Fix duplicate keys preservation of JSON data,"Supersedes #1136 (I messed up with remote repositories).

Fixes #1133.",5
40,httpie/httpie,BoboTiG,Expand the pytest configuration,And rely on it to run tests.,1
41,httpie/httpie,BoboTiG,[snap] Improve OS integration,Get back read-write access to `$HOME/.httpie` and `$HOME/.config/httpie`.,1
42,httpie/httpie,BoboTiG,[snap] Comment out the problematic interface,"It seems it just needs to be present for the snap to be rejected.

OSS-34",1
43,httpie/httpie,BoboTiG,[snap] Remove personal-files interface,"Use of the `personal-files` interface is reserved for vetted publishers.

The interface requires a validation, but we need to publish at least one package first. So let's skip that part, release a version and ask for the interface access in a second time.

Also add a workflow to build & test the snap package.

OSS-34",1
44,httpie/httpie,BoboTiG,Add the release workflow,It has to be triggered manually for now.,1
45,httpie/httpie,BoboTiG,Add a workflow to check documentations,"The new tool can be installed using that command:
```bash
$ gem install mdl
```
Then use it like:
```bash
$ make doc-check
```",6
46,httpie/httpie,BoboTiG,Use HTTPie for the documentation build request,~WIP until HTTPie will be available on snap.~,2
47,httpie/httpie,om26er,use LZO compression for snap,"The snap archive should be compressed using LZO compression. This makes things relatively fast. 

Some reading on why LINK",1
48,httpie/httpie,hroncok,Packit: Get the current Fedora Rawhide specfile,"Using the fork is not needed anymore,
since Rawhide was updated to 2.5.0 and no longer has patches.",1
49,httpie/httpie,BoboTiG,Update brew formula to 2.5.0,`extras/brew-deps.py` is now producing the same output as the [official Formula](LINK,5
50,httpie/httpie,hukkin,Add GFM plugin for mdformat,I noticed that you are using mdformat and have GFM tables in the docs. The GFM plugin is needed in this case to parse (and format) GFM specific syntax properly.,1
51,httpie/httpie,BoboTiG,Convert most of the documentation from the frontend `README.rst` to `…,"…docs/REAME.md`

Also converted all reStructuredText files to Markdown.",5
52,httpie/httpie,BoboTiG,Fix duplicate keys preservation of JSON data,Fixes #1133.,1
53,httpie/httpie,BoboTiG,Allow to overwrite the response Content-Type from options,"It implements the support for custom mime types.
It is a start, it will be used later in  #1110 to support custom a charset.

Summary:
```bash
$ http --response-as 'appllication/xml' \
    LINK
```",4
54,httpie/httpie,BoboTiG,Add the formatting options section in the docs,It will ease future changes and should improve reading/finding information.,1
55,httpie/httpie,BoboTiG,Improve JSON output when there is leading data before the actual JSON body,"In some special cases, to prevent against Cross Site Script Inclusion (XSSI) attacks, the JSON response body starts with a magic prefix line that must be stripped before feeding the rest of the response body to the JSON parser.
Such prefix is now simply ignored from the parser but still printed in the terminal.

Supersedes #529.",2
56,httpie/httpie,BoboTiG,Add support for XML formatting,"Slightly inspired from #720, it explains the credits.
Closes #825.

XML test files are from the [defused repository](LINK

As a side effect, XHTML responses will be pretty-printed too.",1
57,httpie/httpie,BoboTiG,Fix handling of session files with `Cookie:` followed by other headers,Fixes #1126.,3
58,httpie/httpie,BoboTiG,Simplify `get_content_type()`,"We were using the potential `encoding` returned by `mimetypes.guess_type()` to expand the `Content-Type` header. 
According to the RFC-7231 [1] the `Content-Type` should contain a charset and nothing more. But as stated in the `mimetypes.guess_type()` doc [2], the `encoding` would be the name of the program used to encode (e.g. compress or gzip) the payload. The `encoding` is suitable for use as a `Content-Encoding` header. See [3] for potential `encoding`s, none is a IANA registered one [4], and so a valid charset to be used by the `Content-Type` header.

[1] LINK
[2] LINK
[3] LINK
[4] LINK",1
59,httpie/httpie,BoboTiG,Rework `__main__.py` to follow best practices,It also simplifies how the `main()` function could be tested.,1
60,httpie/httpie,BoboTiG,CI: Run tests on Python 3.10 RC1,Also added Dependabot to keep GitHub actions up-to-date.,1
61,httpie/httpie,BoboTiG,Use builtin `open()` in `setup.py`,It must be a reliquary from Python 2.7 support.,1
62,httpie/httpie,hroncok,Packit: Enable the Koji repsitory in Copr,"By default, only updates that are propagated trough the Fedora's update system
will be available in the community Copr build system.
On stable Fedora releases,
updates (including new packages) might be delayed 1+ week.

This adds the latest Koji (that's the name of the official Fedora build system) repo.
That repo contains more recent packages available during the official Fedora builds.

The Koji repo is not mirrored,
so the Copr builds are more likely to encounter a network issue,
but I think it is worth it.
The `/packit build` command may be used in the pull request if this happens.",1
63,httpie/httpie,BoboTiG,Refine abstract methods and properties,Extracted from #1110.,1
64,httpie/httpie,BoboTiG,Add more streaming tests,"I extracted several tests from #1110 as they are not directly related to that work and it will ease reviewing the former.

Also fixed minor glitches here and there and re-enabled a unicode test.",2
65,httpie/httpie,BoboTiG,Uniformize UTF-8 naming,"Replace `utf8` -> `utf-8` everywhere.
It should have no impact, `utf8` is an alias of `utf-8` [1].

[1] LINK

---

Full story: I kind of need such uniformization for #1110 where I am adding tests. And I have to deal with our naming (`utf8`) and the one from `requests` or `charset_normalizer` (`utf-8`).
Note that this is a one-time small clean-up, and I can live without that patch being merged.",5
66,httpie/httpie,BoboTiG,Add more download tests,Combining that PR + #1113 + #1112 should bring back ~100% coverage for downloads.,1
67,httpie/httpie,BoboTiG,--download: Use `time.monotonic()` and rework code to prevent `ZeroDivisionError` specific handling,It simplifies speed/percentage handling. It also expands coverage as testing previous `ZeroDivisionError` corner-cases is not easy.,1
68,httpie/httpie,BoboTiG,Minor clean-up,I had a look at tests coverage in the context of #1110 and saw 1-2 things that could be quickly tackled.,3
69,httpie/httpie,ainzzorl,Simplify spinner_pos calculation a little,A teeny-tiny refactoring. I noticed this condition while skimming the code and though it looked awkward :-),1
70,httpie/httpie,BoboTiG,Improve handling of prettified responses without correct content-type encoding,"Supersedes #594.
Fixes #1022 and related already-closed issues.
Fixes #358.
Fixes #627.",16
71,httpie/httpie,BoboTiG,Extend plugins lookup paths,"Plugins lookup paths are automatically extended to allow searching in several well-known locations. It will fix issues when HTTPie is installed through Homebrew and plugins through `pip`, on macOS for instance.

The fix is global and ease future additions to lookup paths.

Third-party applications can also extend the new module-level constant  `plugin.manager.EXTENDED_PLUGINS_SEARCH_AREA` to include more specific locations.

There is no new option as I think it will be overkill: installing modules in non-standard locations is something not recommended and target a small amount of our users, if any.

Credits also go to @matthew16550 :)

Fixes #566.",1
72,httpie/httpie,BoboTiG,Add the Snap build file for general Linux packaging,"Based on the work of @elopio and @chipaca.

FTR the final package is 5.4 MB.

---

TODO:
- [x] Snap `http` and `https` [aliases](LINK (edit: first need to merge that PR and upload our first package to the `httpie` repository).
- [x] get back the `snapd://` protocol support (edit: done with LINK
- [ ] an issue also present in the current unofficial package: the configuration file is not taken into account because of environment variables handling by `snapd`.

It would be good to also find a way to actually test those packages.",1
73,httpie/httpie,marcelstoer,Use echo with -n,I argue that you most likely don't want/need to send the trailing newline.,1
74,httpie/httpie,BoboTiG,Normalize the version,"To fix that warning:

    setuptools/dist.py:473: UserWarning: Normalizing '2.5.0-dev' to '2.5.0.dev0'

---

It will be useful for the upcoming Snap package. The generated file name will help identifying the version.
Before: `httpie_2.5.0-dev_amd64.snap`
After: `httpie_2.5.0.dev_amd64.snap`",1
75,httpie/httpie,nixbytes,refactor the return and create one liner,"Hi, 

First of all, great project. I wanted to help out a little and figure I refactor of code on the client. Let me know if there is anything I need to do or change. so far the test 406 passed, 4 skipped, 1 xfailed in 15.21s",6
76,httpie/httpie,IlyaSukhanov,Support requests.response.raw being a file-like object,"Previously httpie relied on requests.models.Response.raw being
urllib3.HTTPResponse.  The Requests documentation specifies that
[requests.models.Response.raw](LINK
is a File-like object but allows for other types for internal use.

This change introduces graceful handling for scenarios when
requests.models.Response.raw is not urllib3.HTTPResponse. In such a scenario
httpie now falls back to extracting metadata from requests.models.Response
directly instead of direct access from protected protected members such as
response.raw._original_response. A side effect in this fallback procedure is
that we can no longer determine HTTP protocol version and report it as `??`.

This change is necessary to make it possible to implement TransportPlugins
without having to also needing to emulate internal behavior of urlib3 and
http.client.

This pull requests is an attempt to address LINK
",16
77,httpie/httpie,jakubroztocil,Final touches for #1088 (fix ``--verbose`` HTTP 307 redirects with streamed request body),#1088,5
78,httpie/httpie,BoboTiG,Use a more modern approach to run tests,"Running tests through `python setup.py test` is deprecated:

> WARNING: Testing via this command is deprecated and will be removed in a future version. Users looking for a generic test entry point independent of test runner are encouraged to use tox.

I am not in favor of moving back to `tox`, we should simply run tests using `python -m pytest` (or `make test`) and that's it.

A new extra was added, `dev`, to install development requirements:
```shell
$ python -m pip install --upgrade --editable '.[dev]'
```",1
79,httpie/httpie,BoboTiG,Fix HTTP 307 redirects in verbose mode if request body is being streamed,Fixes #1079.,1
80,httpie/httpie,BoboTiG,Prevent packaging of test files,cc @hroncok ,1
81,httpie/httpie,hroncok,Add a Packit configuration for Fedora packaging," - all pull requests are build-tested in LINK
 - new releases will create pull requests in LINK

As discussed with @BoboTiG over email. Not tested yet.

The CI build will fail because of LINK -- once that is fixed, I'll rebase this.

The service needs to be enabled first: LINK",2
82,httpie/httpie,BoboTiG,Add a reproduction test case for #1082,"The fix may actually be slightly more complex than I expected.
We would need, at first sight, to loose the prepared requests + responses streaming.

A potential solution will come in a near future.",1
83,httpie/httpie,BoboTiG,Switch from pycodestyle to flake8 for code style checks,"`flake8` does a little more than just checking PEP8 violations, and I think it is a good balance between `pycodestyle` and other tools like `pylint`. It will catch coding issues as well, but only what maters and without being too noisy for contributors.

WDYT @jakubroztocil? I am open to keep `pycodestyle` or to try something else. Same for the new `make codestyle`, it can be renammed or just kept as-is.",1
84,httpie/httpie,BoboTiG,Review OSError exceptions handling,"- Replace obsolete `IOError` (Python 2) with `OSError`, cf LINK
- Improve `OSError` catches at different places, simplifying the code.",1
85,httpie/httpie,BoboTiG,Minor clean-up,"- Remove default arguments to `open()`.
- Make use of `pytest` mechanisms for temporary folders.",1
86,httpie/httpie,BoboTiG,Fix --style colors list help indentation,"Before:
```
   --style STYLE, -s STYLE
       Output coloring style(default is ""auto""). It can be One of:

        abap, algol, algol_nu, arduino, auto, autumn, borland, bw,           <---- HERE
            colorful, default, emacs, friendly, fruity, gruvbox - dark,
            gruvbox - light, igor, inkpot, lovelace, manni, material,
            monokai, murphy, native, paraiso - dark, paraiso - light,
            pastie, perldoc, rainbow_dash, rrt, sas, solarized,
            solarized - dark, solarized - light, stata, stata - dark, stata-
            light, tango, trac, vim, vs, xcode, zenburn

        The ""auto"" style follows your terminal's ANSI color styles.

        For non - auto styles to work properly, please make sure that the
        $TERM environment variable is set to ""xterm-256color"" or similar
        (e.g., via `export TERM=xterm - 256color' in your ~ / .bashrc).
```

After:
```
   --style STYLE, -s STYLE
       Output coloring style(default is ""auto""). It can be One of:

            abap, algol, algol_nu, arduino, auto, autumn, borland, bw,       <---- HERE
            colorful, default, emacs, friendly, fruity, gruvbox - dark,
            gruvbox - light, igor, inkpot, lovelace, manni, material,
            monokai, murphy, native, paraiso - dark, paraiso - light,
            pastie, perldoc, rainbow_dash, rrt, sas, solarized,
            solarized - dark, solarized - light, stata, stata - dark, stata-
            light, tango, trac, vim, vs, xcode, zenburn

        The ""auto"" style follows your terminal's ANSI color styles.

        For non -auto styles to work properly, please make sure that the
        $TERM environment variable is set to ""xterm-256color"" or similar
        (e.g., via `export TERM=xterm -256color' in your ~/.bashrc).
```
",1
87,httpie/httpie,exploide,Updated fish shell completions,Just brought the completions for fish shell up to date.,1
88,httpie/httpie,hroncok,Adapt doctest of tests.utils.http to work on Python 3.10 as well,"LINK

Python 3.10 changed the repr of enum members, and the doctest of tests.utils.http failed.
Exact reprs are unfortunately not considered stable API between Python releases:

    =================================== FAILURES ===================================
    __________________________ [doctest] tests.utils.http __________________________
    209
    210     Example:
    211
    212     $ http --auth=user:password GET pie.dev/basic-auth/user/password
    213
    214         >>> httpbin = getfixture('httpbin')
    215         >>> r = http('-a', 'user:pw', httpbin.url + '/basic-auth/user/pw')
    216         >>> type(r) == StrCLIResponse
    217         True
    218         >>> r.exit_status
    Expected:
        <ExitStatus.SUCCESS: 0>
    Got:
        ExitStatus.SUCCESS

A simple replacement of the expected output however breaks the doctest on Python 3.9.

This is the best solution I could think of
that keeps the docstring readable and doctest working in Pythons both old and new.


PS I really hope this is the last one for today, sorry for the strom :)",1
89,httpie/httpie,hroncok,Declare a [test] extra with test dependencies,"Since `python setup.py test` is deprecated and `tests_require` is only used by that,
this allows to programmatically read the tests dependencies from the metadata.

This allows us to fetch the test dependencies in Fedora build instead of copy pasting them to a manual declaration.",1
90,httpie/httpie,hroncok,Remove an useless shebang form non-executable file,"Shebangs have no function in non-executable files.
This file does not need to be directly executed.",1
91,httpie/httpie,hroncok,pytest: Add hidden files to norecursedirs,"The default value already contains this,
but when setting a custom one, it was overridden.

In Fedora, we build the package in `.pyproject-builddir` and not ignoring it confuses pytest:

    _pytest.pathlib.ImportPathMismatchError: ('httpie.__main__', '/builddir/build/BUILD/httpie-2.4.0/.pyproject-builddir/pip-req-build-aedma65c/build/lib/httpie/__main__.py', PosixPath('/builddir/build/BUILD/httpie-2.4.0/.pyproject-builddir/pip-req-build-aedma65c/httpie/__main__.py'))",1
92,httpie/httpie,BoboTiG,Modernize the code base with f-strings in tests,"The code base is now using `f-string` almost everywhere instead of a mix of `str.format()`, `str + str + str` and `'%s...%d' % (arg1, arg2)`.

Simple concatenations were kept for readability purpose.",1
93,httpie/httpie,BoboTiG,Modernize the code base with f-strings,This PR is targetting the source code. Another one will come tomorrow to do the same clean-up in tests.,1
94,httpie/httpie,calwas,Edit README Chapters 1-7 with suggested edits,"This PR performs the edits suggested from the original PR's doc_update branch.

Note: I'm sorry for the PR/branch confusion. I had to create a new doc_update2 sub-branch from doc_update.",2
95,httpie/httpie,jfgcf,Implements - #946 and #1007  - CES Class,"In the first issue, #946  , we implemented a way so that the user can read the authentication data is  from a JSON file and does not need to manually fill in the authentication data.

In the second issue, #1007 , we implemented a new feature that allows the user to have the possibility to present the output message in a JSON format as follows:

```
{""Request"":{
    ""headers"":{request headers},
    ""body"": {request body}
    },
  ""Response"":{
    ""headers"":{response headers},
    ""body"": {response body}
    }
}
```",16
96,httpie/httpie,BoboTiG,Add --raw to allow specifying the raw request body without extra processing,"Addressing #534.

In short, the new argument allows to use that synxtax:
```shell
$ http --raw '{""name"": ""John""}' pie.dev/post
```

Instead of:
```shell
$ echo '{""name"": ""John""}' | http pie.dev/post
$ http pie.dev/post <<<'{""name"": ""John""}'
```


",4
97,httpie/httpie,BoboTiG,Add --data-raw argument to POST data,"A first draft for `curl --data-raw` support. It would close #534.

Notes:
1. `--data-raw` has been chosen because it is the one from `curl --data-raw` we are emulating here.
2. I wanted to use a short argument version, like `-d`, but it is already used for `--download, -d`. I initially used `-D`, and can restore it if you prefer.
   A possible solution would be to rename `--download, -d` to `--download, -dl`, but it may not be possible due to possible breakings everywhere :)
   I thought we could go with `-D` and then it would be kind of logic to use `--data-binary, -Db` later.
3. No need to implement `curl --data-urlencode 'name=I am Daniel'` as it is implicitely handled.
4. That PR does not handle `curl --data 'birthyear=1905&press=OK'`.
5. That PR does not handle `curl --data-binary ''`.

---

## Single `--data-raw`

Reference:
```shell
$ curl --data 'birthyear=1905' -XPOST pie.dev/post
```
```json
{
  ""args"": {}, 
  ""data"": """", 
  ""files"": {}, 
  ""form"": {
    ""birthyear"": ""1905""
  }, 
  ""headers"": {
    ""Content-Length"": ""14"", 
    ""Content-Type"": ""application/x-www-form-urlencoded"", 
    ""User-Agent"": ""curl/7.64.1""
  }, 
  ""json"": null, 
  ""origin"": ""..."", 
  ""url"": ""LINK
}
```

New argument `--data-raw`:
```shell
$ http --data-raw 'birthyear=1905' POST pie.dev/post
```
```json
{
    ""args"": {},
    ""data"": """",
    ""files"": {},
    ""form"": {
        ""birthyear"": ""1905""
    },
    ""headers"": {
        ""Content-Length"": ""14"",
        ""Content-Type"": ""application/x-www-form-urlencoded; charset=utf-8"",
        ""User-Agent"": ""HTTPie/2.5.0-dev""
    },
    ""json"": null,
    ""origin"": ""..."",
    ""url"": ""LINK
}
```

## Multiple `--data-raw`

Reference:
```shell
$ curl --data 'birthyear=1905' --data 'press=OK' -XPOST pie.dev/post
```
```json
{
  ""args"": {}, 
  ""data"": """", 
  ""files"": {}, 
  ""form"": {
    ""birthyear"": ""1905"", 
    ""press"": ""OK""
  }, 
  ""headers"": {
    ""Content-Length"": ""23"", 
    ""Content-Type"": ""application/x-www-form-urlencoded"", 
    ""User-Agent"": ""curl/7.64.1""
  }, 
  ""json"": null, 
  ""origin"": ""..."", 
  ""url"": ""LINK
}
```

New argument `--data-raw`:
```shell
$ http --data-raw 'birthyear=1905' --data-raw 'press=OK' POST pie.dev/post
```
```json
    {
        ""args"": {},
        ""data"": """",
        ""files"": {},
        ""form"": {
            ""birthyear"": ""1905"",
            ""press"": ""OK""
        },
        ""headers"": {
            ""Content-Length"": ""23"",
            ""Content-Type"": ""application/x-www-form-urlencoded; charset=utf-8"",
            ""User-Agent"": ""HTTPie/2.5.0-dev""
        },
        ""json"": null,
        ""origin"": ""..."",
        ""url"": ""LINK
    }
```
",2
98,httpie/httpie,BoboTiG,"Prefer usage of ""python -m pip"" instead of ""pip""","It will prevent issues when users think that they are using the correct `pip` version. It can refers to the one from the OS
Python installation, or even worse to a Python 2 installation. Let's be clear on how to install stuff.

~Also used short version of `pip` arguments, because we are all lazy :)~",2
99,httpie/httpie,BoboTiG,Prefer usage of pytest rather than py.test,"`py.test` was chosen over `pytest` but it is not planned for removal yet [1].
Anyway, it is a good thing to ensure we are using the correct Python version
with the right `pytest` installed, so using `python -m pytest` is recommended.

[1] LINK",1
